feature,mean|SHAP val|,fold
FLACC Pain Scale,0.0,4
FiO2,0.0,4
GFR/BSA Pred Black SerPl MDRD ArVRat,0.0,4
GFR/BSA Pred non black SerPl MDRD ArVRat,0.0,4
Glasgow Coma Score,0.0,4
"Globulin, Serum",0.002713167697950364,4
Glomerular Filtration Rate,0.0,4
"Glomerular Filtration Rate, Est",0.0,4
Glucose Stick/Meter WBlood POC,0.0,4
Glucose WBlood Quant,0.0,4
"Glucose, Serum Quant",0.010118500054678396,4
HCO3,0.0,4
"HCO3, Arterial",0.0,4
HR.1,0.0,4
HR Apical,0.0,4
HR Monitored,0.0,4
Hct,0.004882703094132659,4
Height,0.010406952548369063,4
Hgb,0.0,4
Hgb A1C,0.0,4
INR Platelet Poor Plasma,0.0,4
"Imm Granulocytes Cnt Bld Auto, %",0.0,4
"Imm Granulocytes Cnt Bld Auto, Abs",0.0,4
International Normalized Ratio,0.002344764598916961,4
"Iron, Serum",0.0,4
Lactic Acid Blood,0.0,4
Lactic Dehydrogenase,0.005485054803132749,4
"Lipase, Serum",0.0,4
Lymph %,0.0,4
Lymph Abs Cnt,0.0,4
"Lymphocytes Cnt Bld Auto,%",0.0,4
"Lymphocytes Cnt Bld Auto,Abs",0.0,4
Lymphocytes NFr Bld Auto,0.0,4
MAP,0.0,4
MCH Concentration,0.0,4
Magnesium,0.0,4
"Magnesium, Serum/Plasma",0.0,4
Mean Corpuscular Hemoglobin,0.0,4
Mean Corpuscular Volume,0.0,4
Mean Platelet Volume,0.0,4
Mono %,0.0,4
Mono Abs Cnt Bld,0.0,4
Neutrophil %,0.0,4
Neutrophil Abs Bld Cnt,0.0,4
Neutrophil Seg,0.0,4
"Nucleated RBC Ratio, Blood Auto",0.0,4
PCO2,0.0,4
"PCO2, Arterial",0.0,4
PO2,0.0,4
"PO2, Arterial",0.0,4
PT,0.0,4
PT Time PPP,0.0,4
PTT,0.0,4
PTT/APTT PPP,0.0,4
PaO2,0.0,4
Pain Score,0.0,4
Peak inspiratory pressure,0.0,4
Peep,0.0,4
"Phosphorus, Serum",0.0,4
Platelet Count,0.01644431964153073,4
"Potassium, Serum",0.0,4
"Protein Total, Serum",0.0,4
Pulse,0.03222060491387334,4
Pulse Oximetry,0.0,4
Pulse Peripheral,0.0,4
QRS Duration,0.0,4
QT Interval,0.0,4
RBC,0.0,4
Red Blood Cell Distribution Width,0.0,4
Resp Rt,0.04873272824297822,4
Resp Rt Tot,0.0,4
SBP,0.02166169444621393,4
SO2,0.0,4
SPO2,0.0,4
SaO2,0.0,4
"SaO2 %, Arterial",0.0,4
"Sodium, Serum",0.0,4
Specific Gravity Urine,0.0,4
TCO2,0.0,4
Temp,0.0019253467000682257,4
Temp Axillary,0.0,4
Temp Oral,0.003033556296833667,4
Temp Temporal Artery,0.0,4
Temp Tympanic,0.0,4
Thyroid Stimulating Hormone,0.0,4
Tidal Volume,0.0,4
"Triglyceride, Serum",0.0,4
Troponin I,0.0,4
Troponin T S/Pl,0.0,4
UA Red Blood Cell,0.0,4
UA Urobilinogen,0.0,4
UA WBC,0.0,4
"Vitamin B12, Serum",0.0,4
WBC,0.0,4
Weight,0.053909929951681534,4
"pH, Arterial",0.0,4
"pH, Urine",0.0,4
genderandMale,0.032261756939357775,4
raceandAfrican American,0.0,4
admission_typeandEmergency,0.006792823926279558,4
admission_sourceandEmergency Room,0.0,4
care_settingandCare Setting Undefined,0.0,4
age_grpand70~80,0.0,4
raceandCaucasian,0.07159573283296114,4
admission_typeandUrgent,0.0,4
admission_sourceandPhysician Referral,0.006611552279886211,4
care_settingandNeurology,0.0,4
age_grpand40~50,0.0,4
genderandFemale,0.045499946060622395,4
admission_sourceandTransfer from a Skilled Nursing Facility (SNF),0.0,4
care_settingandMedical/Surgical,0.0,4
age_grpand>=80,0.0,4
admission_typeandElective,0.0,4
age_grpand50~60,0.0,4
age_grpand60~70,0.0,4
admission_sourceandOthers/unknown,0.0,4
age_grpand30~40,0.0,4
care_settingandIntensive Care Unit,0.0,4
admission_sourceandClinic Referral,0.0,4
care_settingandOthers/unknown,0.0,4
care_settingandSurgery,0.0,4
age_grpand20~30,0.0,4
raceandOthers/unknown,0.0,4
admission_sourceandTransfer from a hospital,0.0,4
care_settingandAmbulatory Unit,0.0,4
age_grpand<20,0.0045835219912167095,4
admission_typeandOthers/unknown,0.0,4
admission_typeandTrauma Center,0.0,4
raceandAsian,0.0,4
care_settingandCardiology,0.0,4
care_settingandOrthopedics,0.0,4
care_settingandCoronary Care Unit,0.0,4
care_settingandStep-Down Unit,0.0,4
admission_sourceandTransfer from another health care facility,0.0,4
care_settingandStep-Down Unit - Cardiac,0.0,4
care_settingandObstetrics,0.0,4
care_settingandPhysical Rehabilitation,0.0,4
care_settingandGeneral Medicine,0.0,4
care_settingandOncology,0.0,4
admission_sourceandInformation Not Available,0.0,4
